"","sample_id","sample_type","sample_number","site_name","mountain_range","latitude","longitude","elevation","notes","depth_start","depth_end","top_bottom","measured_temperature","temperature_type","Tann","Tmin","Tmax","MAP","climate_data_source","Tann_snotel","Tmin_snotel","Tmax_snotel","MAP_snotel"
"Calder.SV0318L","Calder.SV0318L","sediment",188,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",18,19,NA,"7","lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0320L","Calder.SV0320L","sediment",189,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",20,21,NA,"7","lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0400L","Calder.SV0400L","sediment",190,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",0,1,NA,"7","lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0402L","Calder.SV0402L","sediment",191,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",2,3,NA,"7","lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0416L","Calder.SV0416L","sediment",192,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",16,17,NA,"7","lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"Calder.SV0420L","Calder.SV0420L","sediment",193,"Silver Lake",NA,41.308,-106.356,3157,"JVE- Threw out two sampes from Silver Lake in the R script (SV0100L & SV0104L) because these two samples are from the first core which should have been thrown out after coring 3 additional times. (lost drive 1, kept 2-4)",20,21,NA,"7","lake bottom water temperature",-0.2,-6.1,5.7,1150.79,"PRISM 1991-2020 800-m",NA,NA,NA,NA
"SNOTEL.IOANA_A1","SNOTEL.IOANA_A1","soil",1,"SNOTEL SC751",NA,44.5002,-107.4295,2913,"",2,15,NA,"7.9","soil",-0.2,-5.8,5.3,715.93,"PRISM 1991-2020 800-m",-0.6,-5.5,4.6,693
"SNOTEL.IOANA_A10","SNOTEL.IOANA_A10","soil",2,"SNOTEL BL367",NA,41.3601,-106.2314,3076,"",5,6,NA,"10.5","soil",0.4,-5.5,6.3,910.58,"PRISM 1991-2020 800-m",-0.7,-5.3,5.1,865
"SNOTEL.IOANA_A12","SNOTEL.IOANA_A12","soil",4,"SNOTEL LG1131",NA,44.5265,-107.1785,2613,"",3,8,NA,"13.1","soil",1.7,-4.3,7.6,704.99,"PRISM 1991-2020 800-m",3.5,-1.3,8.9,733
"SNOTEL.IOANA_A2","SNOTEL.IOANA_A2","soil",5,"SNOTEL ERD460",NA,43.1309,-110.2023,2441,"",0,1,NA,"20.1","soil",1.7,-5.9,9.3,508.51,"PRISM 1991-2020 800-m",3.2,-2.2,8.9,490
"SNOTEL.IOANA_A3","SNOTEL.IOANA_A3","soil",6,"SNOTEL LG1131",NA,44.5265,-107.1785,2613,"",6,15,NA,"13.4","soil",1.7,-4.3,7.6,704.99,"PRISM 1991-2020 800-m",3.5,-1.3,8.9,733
"SNOTEL.IOANA_A4","SNOTEL.IOANA_A4","soil",7,"SNOTEL BM1119",NA,41.0598,-106.7101,2941,"",0,4,NA,"16.8","soil",1.6,-4.3,7.5,1219.37,"PRISM 1991-2020 800-m",0.2,-4.3,10.5,1205
"SNOTEL.IOANA_A5","SNOTEL.IOANA_A5","soil",8,"SNOTEL SP775",NA,42.5732,-108.8432,2755,"",6,14,NA,"14.5","soil",1.8,-5.3,8.9,704.26,"PRISM 1991-2020 800-m",2.1,-4.3,9.8,682
"SNOTEL.IOANA_A6","SNOTEL.IOANA_A6","soil",9,"SNOTEL TC819",NA,44.03,-109.1799,2426,"",7,10,NA,"15.3","soil",3.4,-3.4,10.1,523.67,"PRISM 1991-2020 800-m",2.8,-3.1,9.7,515
"SNOTEL.IOANA_A7","SNOTEL.IOANA_A7","soil",10,"SNOTEL TC819",NA,44.03,-109.1799,2426,"",4,10,NA,"13.7","soil",3.4,-3.4,10.1,523.67,"PRISM 1991-2020 800-m",2.8,-3.1,9.7,515
"SNOTEL.IOANA_A8","SNOTEL.IOANA_A8","soil",11,"SNOTEL TC826",NA,42.6994,-108.9002,2680,"",2,10,NA,"20","soil",2.1,-5.5,9.7,614.55,"PRISM 1991-2020 800-m",2.2,-5.4,9.9,591
"SNOTEL.IOANA_A9","SNOTEL.IOANA_A9","soil",12,"SNOTEL TC826",NA,42.6994,-108.9002,2680,"",0,15,NA,"17.8","soil",2.1,-5.5,9.7,614.55,"PRISM 1991-2020 800-m",2.2,-5.4,9.9,591
"SNOTEL.IOANA_B1","SNOTEL.IOANA_B1","soil",13,"SNOTEL GVS506",NA,43.3894,-110.1294,2652,"",2,11,NA,"15","soil",0.2,-7.9,8.2,582.85,"PRISM 1991-2020 800-m",-0.2,-8.3,8.9,564
"SNOTEL.IOANA_B10","SNOTEL.IOANA_B10","soil",14,"SNOTEL SRS730",NA,42.5072,-110.9095,2334,"",5,19,NA,"16.5","soil",3.8,-2.9,10.5,674.87,"PRISM 1991-2020 800-m",4,-0.9,10.8,649
"SNOTEL.IOANA_B12","SNOTEL.IOANA_B12","soil",16,"SNOTEL GL499",NA,44.1262,-110.8343,2240,"",0,11,NA,"18.7","soil",2.2,-5,9.4,1320.18,"PRISM 1991-2020 800-m",1.8,-5.3,9.1,1281
"SNOTEL.IOANA_B2","SNOTEL.IOANA_B2","soil",17,"SNOTEL KRS554",NA,42.2689,-110.8057,2540,"",11,12,NA,"17.4","soil",2.2,-4.3,8.8,702.62,"PRISM 1991-2020 800-m",1.8,-4.6,8.8,682
"SNOTEL.IOANA_B3","SNOTEL.IOANA_B3","soil",18,"SNOTEL CC1045",NA,41.2294,-105.3803,2513,"",0,5,NA,"32.6","soil",4.5,-1.5,10.4,556.56,"PRISM 1991-2020 800-m",5.5,0.8,11,583
"SNOTEL.IOANA_B4","SNOTEL.IOANA_B4","soil",19,"SNOTEL CP1046",NA,41.2403,-106.2293,2933,"",0,13,NA,"16.7","soil",1.3,-5.1,7.6,902.01,"PRISM 1991-2020 800-m",2,-3.1,9.4,892
"SNOTEL.IOANA_B5","SNOTEL.IOANA_B5","soil",20,"SNOTEL SP775",NA,42.5732,-108.8432,2755,"",0,6,NA,"18","soil",1.8,-5.3,8.9,704.26,"PRISM 1991-2020 800-m",2.1,-4.3,9.8,682
"SNOTEL.IOANA_B6","SNOTEL.IOANA_B6","soil",21,"SNOTEL CC419",NA,42.6459,-110.8145,2362,"",0,12,NA,"13.2","soil",2.8,-3.9,9.6,1055.39,"PRISM 1991-2020 800-m",2.6,-3.5,10.3,993
"SNOTEL.IOANA_B7","SNOTEL.IOANA_B7","soil",22,"SNOTEL CC419",NA,42.6459,-110.8145,2362,"",0,12,NA,"15.3","soil",2.8,-3.9,9.6,1055.39,"PRISM 1991-2020 800-m",2.6,-3.5,10.3,993
"SNOTEL.IOANA_B8","SNOTEL.IOANA_B8","soil",23,"SNOTEL NFL661",NA,43.1125,-109.9496,2563,"",0,7,NA,"18.8","soil",1.5,-6.3,9.2,492.28,"PRISM 1991-2020 800-m",1.8,-4.9,9.8,482
"SNOTEL.IOANA_B9","SNOTEL.IOANA_B9","soil",24,"SNOTEL SRS730",NA,42.5072,-110.9095,2334,"",0,12,NA,"20.3","soil",3.8,-2.9,10.5,674.87,"PRISM 1991-2020 800-m",4,-0.9,10.8,649
"SNOTEL.IOANA_C1","SNOTEL.IOANA_C1","soil",25,"SNOTEL GVS506",NA,43.3894,-110.1294,2652,"",1,15,NA,"13.9","soil",0.2,-7.9,8.2,582.85,"PRISM 1991-2020 800-m",-0.2,-8.3,8.9,564
"SNOTEL.IOANA_C2","SNOTEL.IOANA_C2","soil",29,"SNOTEL ERD460",NA,43.1309,-110.2023,2441,"",2,3,NA,"16.5","soil",1.7,-5.9,9.3,508.51,"PRISM 1991-2020 800-m",3.2,-2.2,8.9,490
"SNOTEL.IOANA_C3","SNOTEL.IOANA_C3","soil",30,"SNOTEL LG1131",NA,44.5265,-107.1785,2613,"",1,9,NA,"14.1","soil",1.7,-4.3,7.6,704.99,"PRISM 1991-2020 800-m",3.5,-1.3,8.9,733
"SNOTEL.IOANA_C4","SNOTEL.IOANA_C4","soil",31,"SNOTEL SBC772",NA,41.3296,-106.5025,2616,"",0,8,NA,"18.3","soil",2.9,-4.4,10.1,667.26,"PRISM 1991-2020 800-m",2.9,-3.9,10.1,636
"SNOTEL.IOANA_C5","SNOTEL.IOANA_C5","soil",32,"SNOTEL KRS554",NA,42.2689,-110.8057,2540,"",0,11,NA,"18.3","soil",2.2,-4.3,8.8,702.62,"PRISM 1991-2020 800-m",1.8,-4.6,8.8,682
"SNOTEL.IOANA_C6","SNOTEL.IOANA_C6","soil",33,"SNOTEL BJ377",NA,44.7875,-107.5291,2390,"",2,6,NA,"10.8","soil",1.9,-4.4,8.3,605.94,"PRISM 1991-2020 800-m",1.9,-3.9,8.1,622
"SNOTEL.IOANA_C7","SNOTEL.IOANA_C7","soil",34,"SNOTEL 06G01S",NA,42.7343,-106.3164,2352,"",2,14,NA,"13.8","soil",3.9,-1.6,9.4,673.28,"PRISM 1991-2020 800-m",3.7,-1.3,9.6,649
"SNOTEL.IOANA_C8","SNOTEL.IOANA_C8","soil",35,"SNOTEL BM309",NA,44.8007,-107.8443,2863,"",3,14,NA,"9.5","soil",0.2,-5.1,5.5,783.72,"PRISM 1991-2020 800-m",0,-4.2,5.5,765
"SNOTEL.IOANA_C9","SNOTEL.IOANA_C9","soil",36,"SNOTEL 07E06S",NA,44.1618,-107.1263,2824,"",11,12,NA,"11.7","soil",0.2,-5.6,6,691.74,"PRISM 1991-2020 800-m",0.3,-4.7,6,678
"SNOTEL.IOANA_D1","SNOTEL.IOANA_D1","soil",37,"SNOTEL SC751",NA,44.5002,-107.4295,2913,"",14,15,NA,"11.6","soil",-0.2,-5.8,5.3,715.93,"PRISM 1991-2020 800-m",-0.6,-5.5,4.6,693
"SNOTEL.IOANA_D2","SNOTEL.IOANA_D2","soil",40,"SNOTEL OB673",NA,41.1542,-106.9692,2972,"",2,9,NA,"13.2","soil",2,-4.1,8,1215.76,"PRISM 1991-2020 800-m",0.8,-3.6,5.7,1215
"SNOTEL.IOANA_D3","SNOTEL.IOANA_D3","soil",41,"SNOTEL TC818",NA,44.8102,-107.4084,2234,"",11,13,NA,"14.4","soil",3.3,-2.8,9.4,669.14,"PRISM 1991-2020 800-m",4.1,-1.6,10.1,631
"SNOTEL.IOANA_D4","SNOTEL.IOANA_D4","soil",42,"SNOTEL LC571",NA,42.4359,-105.8604,2489,"",4,10,NA,"19.6","soil",2.6,-3.8,9,577.76,"PRISM 1991-2020 800-m",2.4,-3.4,9.2,566
"SNOTEL.IOANA_D5","SNOTEL.IOANA_D5","soil",43,"SNOTEL BM1119",NA,41.0598,-106.7101,2941,"",3,12,NA,"15.4","soil",1.6,-4.3,7.5,1219.37,"PRISM 1991-2020 800-m",0.2,-4.3,10.5,1205
"SNOTEL.IOANA_D6","SNOTEL.IOANA_D6","soil",44,"SNOTEL 06G01S",NA,42.7343,-106.3164,2352,"",9,15,NA,"13.8","soil",3.9,-1.6,9.4,673.28,"PRISM 1991-2020 800-m",3.7,-1.3,9.6,649
"SNOTEL.IOANA_D7","SNOTEL.IOANA_D7","soil",45,"SNOTEL CC419",NA,42.6459,-110.8145,2362,"",0,8,NA,"13.4","soil",2.8,-3.9,9.6,1055.39,"PRISM 1991-2020 800-m",2.6,-3.5,10.3,993
"SNOTEL.IOANA_D8","SNOTEL.IOANA_D8","soil",46,"SNOTEL TC826",NA,42.6994,-108.9002,2680,"",3,11,NA,"22.9","soil",2.1,-5.5,9.7,614.55,"PRISM 1991-2020 800-m",2.2,-5.4,9.9,591
"SNOTEL.IOANA_D9","SNOTEL.IOANA_D9","soil",47,"SNOTEL SR764",NA,44.1329,-110.6686,2101,"",3,7,NA,"21.3","soil",2.4,-5.6,10.4,892.67,"PRISM 1991-2020 800-m",2.6,-5.4,11.3,857
"SNOTEL.IOANA_E1","SNOTEL.IOANA_E1","soil",48,"SNOTEL SC751",NA,44.5002,-107.4295,2913,"",9,15,NA,"11.5","soil",-0.2,-5.8,5.3,715.93,"PRISM 1991-2020 800-m",-0.6,-5.5,4.6,693
"SNOTEL.IOANA_E2","SNOTEL.IOANA_E2","soil",51,"SNOTEL WS852",NA,41.1599,-106.9301,2840,"",1,7,NA,"19.2","soil",2.2,-3.9,8.3,1042.86,"PRISM 1991-2020 800-m",2.2,-3.4,9.2,969
"SNOTEL.IOANA_E3","SNOTEL.IOANA_E3","soil",52,"SNOTEL TC818",NA,44.8102,-107.4084,2234,"",0,8,NA,"13.7","soil",3.3,-2.8,9.4,669.14,"PRISM 1991-2020 800-m",4.1,-1.6,10.1,631
"SNOTEL.IOANA_E4","SNOTEL.IOANA_E4","soil",53,"SNOTEL SBC772",NA,41.3296,-106.5025,2616,"",0,5,NA,"22.7","soil",2.9,-4.4,10.1,667.26,"PRISM 1991-2020 800-m",2.9,-3.9,10.1,636
"SNOTEL.IOANA_E5","SNOTEL.IOANA_E5","soil",54,"SNOTEL SP775",NA,42.5732,-108.8432,2755,"",2,13,NA,"14.2","soil",1.8,-5.3,8.9,704.26,"PRISM 1991-2020 800-m",2.1,-4.3,9.8,682
"SNOTEL.IOANA_E6","SNOTEL.IOANA_E6","soil",55,"SNOTEL GL499",NA,44.1262,-110.8343,2240,"",1,10,NA,"23.4","soil",2.2,-5,9.4,1320.18,"PRISM 1991-2020 800-m",1.8,-5.3,9.1,1281
"SNOTEL.IOANA_E7","SNOTEL.IOANA_E7","soil",56,"SNOTEL 06G01S",NA,42.7343,-106.3164,2352,"",11,14,NA,"14","soil",3.9,-1.6,9.4,673.28,"PRISM 1991-2020 800-m",3.7,-1.3,9.6,649
"SNOTEL.IOANA_E8","SNOTEL.IOANA_E8","soil",57,"SNOTEL KRS555",NA,43.2491,-110.0164,2434,"",0,1,NA,"21.3","soil",1.5,-6.7,9.8,566.12,"PRISM 1991-2020 800-m",1.6,-6.1,10,568
"SNOTEL.IOANA_E9","SNOTEL.IOANA_E9","soil",58,"SNOTEL SR764",NA,44.1329,-110.6686,2101,"",1,9,NA,"18.1","soil",2.4,-5.6,10.4,892.67,"PRISM 1991-2020 800-m",2.6,-5.4,11.3,857
"SNOTEL.IOANA_F1","SNOTEL.IOANA_F1","soil",59,"SNOTEL LC571",NA,42.4359,-105.8604,2489,"",3,8,NA,"17.4","soil",2.6,-3.8,9,577.76,"PRISM 1991-2020 800-m",2.4,-3.4,9.2,566
"SNOTEL.IOANA_F2","SNOTEL.IOANA_F2","soil",62,"SNOTEL KRS554",NA,42.2689,-110.8057,2540,"",0,11,NA,"18.1","soil",2.2,-4.3,8.8,702.62,"PRISM 1991-2020 800-m",1.8,-4.6,8.8,682
"SNOTEL.IOANA_F3","SNOTEL.IOANA_F3","soil",63,"SNOTEL KRS555",NA,43.2491,-110.0164,2434,"",1,11,NA,"17.7","soil",1.5,-6.7,9.8,566.12,"PRISM 1991-2020 800-m",1.6,-6.1,10,568
"SNOTEL.IOANA_F4","SNOTEL.IOANA_F4","soil",64,"SNOTEL CP1046",NA,41.2403,-106.2293,2933,"",0,9,NA,"15.9","soil",1.3,-5.1,7.6,902.01,"PRISM 1991-2020 800-m",2,-3.1,9.4,892
"SNOTEL.IOANA_F5","SNOTEL.IOANA_F5","soil",65,"SNOTEL BM1119",NA,41.0598,-106.7101,2941,"",4,13,NA,"12.7","soil",1.6,-4.3,7.5,1219.37,"PRISM 1991-2020 800-m",0.2,-4.3,10.5,1205
"SNOTEL.IOANA_F6","SNOTEL.IOANA_F6","soil",66,"SNOTEL CC982",NA,44.4902,-104.4101,1808,"",8,13,NA,"20","soil",5.8,0.4,11.3,646.96,"PRISM 1991-2020 800-m",6.1,1.2,11,597
"SNOTEL.IOANA_F7","SNOTEL.IOANA_F7","soil",67,"SNOTEL KRS555",NA,43.2491,-110.0164,2434,"",3,11,NA,"20.6","soil",1.5,-6.7,9.8,566.12,"PRISM 1991-2020 800-m",1.6,-6.1,10,568
"SNOTEL.IOANA_F8","SNOTEL.IOANA_F8","soil",68,"SNOTEL 07E06S",NA,44.1618,-107.1263,2824,"",4,8,NA,"11.2","soil",0.2,-5.6,6,691.74,"PRISM 1991-2020 800-m",0.3,-4.7,6,678
"SNOTEL.IOANA_F9","SNOTEL.IOANA_F9","soil",69,"SNOTEL NFL661",NA,43.1125,-109.9496,2563,"",5,12,NA,"14.4","soil",1.5,-6.3,9.2,492.28,"PRISM 1991-2020 800-m",1.8,-4.9,9.8,482
"SNOTEL.IOANA_G1","SNOTEL.IOANA_G1","soil",70,"SNOTEL ERD460",NA,43.1309,-110.2023,2441,"",3,13,NA,"18.8","soil",1.7,-5.9,9.3,508.51,"PRISM 1991-2020 800-m",3.2,-2.2,8.9,490
"SNOTEL.IOANA_G2","SNOTEL.IOANA_G2","soil",73,"SNOTEL OB673",NA,41.1542,-106.9692,2972,"",3,7,NA,"13.9","soil",2,-4.1,8,1215.76,"PRISM 1991-2020 800-m",0.8,-3.6,5.7,1215
"SNOTEL.IOANA_G3","SNOTEL.IOANA_G3","soil",74,"SNOTEL SBC772",NA,41.3296,-106.5025,2616,"",0,5,NA,"23.2","soil",2.9,-4.4,10.1,667.26,"PRISM 1991-2020 800-m",2.9,-3.9,10.1,636
"SNOTEL.IOANA_G4","SNOTEL.IOANA_G4","soil",75,"SNOTEL SP775",NA,42.5732,-108.8432,2755,"",0,14,NA,"23","soil",1.8,-5.3,8.9,704.26,"PRISM 1991-2020 800-m",2.1,-4.3,9.8,682
"SNOTEL.IOANA_G5","SNOTEL.IOANA_G5","soil",76,"SNOTEL TP822",NA,43.749,-110.0579,2942,"",0,14,NA,"13.9","soil",-0.2,-6,5.6,1009.99,"PRISM 1991-2020 800-m",-0.6,-5.7,5.4,975
"SNOTEL.IOANA_G6","SNOTEL.IOANA_G6","soil",77,"SNOTEL BM317",NA,41.0541,-107.2667,2266,"",10,11,NA,"-","soil",4.8,-2.5,12.1,637.35,"PRISM 1991-2020 800-m",4.6,-2.2,12.6,588
"SNOTEL.IOANA_G7","SNOTEL.IOANA_G7","soil",78,"SNOTEL NFL661",NA,43.1125,-109.9496,2563,"",0,8,NA,"23.7","soil",1.5,-6.3,9.2,492.28,"PRISM 1991-2020 800-m",1.8,-4.9,9.8,482
"SNOTEL.IOANA_G8","SNOTEL.IOANA_G8","soil",79,"SNOTEL KRS555",NA,43.2491,-110.0164,2434,"",3,11,NA,"20.6","soil",1.5,-6.7,9.8,566.12,"PRISM 1991-2020 800-m",1.6,-6.1,10,568
"SNOTEL.IOANA_G9","SNOTEL.IOANA_G9","soil",80,"SNOTEL BC314",NA,43.9454,-110.4471,2240,"",0,15,NA,"20.6","soil",2.6,-4.9,10.1,827.87,"PRISM 1991-2020 800-m",2.2,-4.5,10.8,817
"SNOTEL.IOANA_H1","SNOTEL.IOANA_H1","soil",81,"SNOTEL LC571",NA,42.4359,-105.8604,2489,"",2,9,NA,"16.6","soil",2.6,-3.8,9,577.76,"PRISM 1991-2020 800-m",2.4,-3.4,9.2,566
"SNOTEL.IOANA_H10","SNOTEL.IOANA_H10","soil",82,"SNOTEL LC1134",NA,42.5802,-109.0882,2712,"",0,7,NA,"15.4","soil",1.6,-5.2,8.5,592.69,"PRISM 1991-2020 800-m",3.7,-2.2,9.1,567
"SNOTEL.IOANA_H2","SNOTEL.IOANA_H2","soil",84,"SNOTEL OB673",NA,41.1542,-106.9692,2972,"",3,12,NA,"12.6","soil",2,-4.1,8,1215.76,"PRISM 1991-2020 800-m",0.8,-3.6,5.7,1215
"SNOTEL.IOANA_H3","SNOTEL.IOANA_H3","soil",85,"SNOTEL SP775",NA,42.5732,-108.8432,2755,"",0,2,NA,"17.2","soil",1.8,-5.3,8.9,704.26,"PRISM 1991-2020 800-m",2.1,-4.3,9.8,682
"SNOTEL.IOANA_H4","SNOTEL.IOANA_H4","soil",86,"SNOTEL CP1046",NA,41.2403,-106.2293,2933,"",0,7,NA,"18.5","soil",1.3,-5.1,7.6,902.01,"PRISM 1991-2020 800-m",3.2,-2.2,8.9,490
"SNOTEL.IOANA_H5","SNOTEL.IOANA_H5","soil",87,"SNOTEL TC819",NA,44.03,-109.1799,2426,"",4,7,NA,"14.5","soil",3.4,-3.4,10.1,523.67,"PRISM 1991-2020 800-m",2.8,-3.1,9.7,515
"SNOTEL.IOANA_H6","SNOTEL.IOANA_H6","soil",88,"SNOTEL WS852",NA,41.1599,-106.9301,2840,"",0,4,NA,"25.1","soil",2.2,-3.9,8.3,1042.86,"PRISM 1991-2020 800-m",2.2,-3.4,9.2,969
"SNOTEL.IOANA_H7","SNOTEL.IOANA_H7","soil",89,"SNOTEL BM309",NA,44.8007,-107.8443,2863,"",3,7,NA,"9.7","soil",0.2,-5.1,5.5,783.72,"PRISM 1991-2020 800-m",0,-4.2,5.5,765
"SNOTEL.IOANA_H8","SNOTEL.IOANA_H8","soil",90,"SNOTEL SRS730",NA,42.5072,-110.9095,2334,"",0,14,NA,"17.8","soil",3.8,-2.9,10.5,674.87,"PRISM 1991-2020 800-m",4,-0.9,10.8,649
"SNOTEL.IOANA_H9","SNOTEL.IOANA_H9","soil",91,"SNOTEL BL367",NA,41.3601,-106.2314,3076,"",4,9,NA,"11.9","soil",0.4,-5.5,6.3,910.58,"PRISM 1991-2020 800-m",-0.7,-5.3,5.1,865
